,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
20,State Department,1.0,ROLLING THUNDER Program Begins,1.0,Army,11.0,American Embassy,3.0,Committee of European Economic Cooperation,1.0,French Union Forces,1.0,Chiefs,4.0,AI MILITARY REFORMS,1.0,Administration,4.0,CEICOMS,1.0,CDC,1.0,Air Forco Advisory Group,1.0,CPSVN,1.0,Aware,2.0,CHRONOLOGY,1.0,CIA,21.0,CHAIR-MAN OF THE JOINT CHIEFS OF STAFF,1.0,BOQ,2.0,B. ROLLING THUNDER I,1.0,Darlac,1.0,Army Brigade,3.0,ARVN EFFECTIVENESS AGAINST VCNVA t CYI966 (Weekly,1.0,Administration,2.0,Assembly,1.0,B. Present Military Situation,1.0,Bombing Program Against,1.0,B. washington Komer,3.0,Bureau for Pacification Affairs,1.0,B. Executive,1.0,The North Atlantic Council,1.0,Ego Dinh Diem,1.0,Department of State Bulletin,5.0,Columbia Broadcasting System,1.0,BritISh Position With Respect,1.0,Aer,1.0,Air Force Operations 1,1.0,American Authoritics,1.0,ARRIVE,1,ANY NEW GOVERNMENT,1.0,ARMA,1.0,AMEMBASSY,2.0,Assistance Advisory Group,1.0,British Government,1.0,ASHMORE,3.0,American Embassy,1.0,British Governments,1.0,B. US,1.0,Algard,15.0
21,Strategic Hamlet Program I96I-63,1.0,Rm3A948 DEPARTMENT JUL 1 5,1.0,Army Position,1.0,American EmbassyFaris No,1.0,Committee of Three Ministers (Martino of,1.0,General 0Daniel,1.0,Cholon,5.0,AI TRANSPORTATION,1.0,Administrative Service,1.0,CHMAAG,2.0,CENTRAL Central Lowlands,1.0,Alain Enthoven,2.0,CTZ,1.0,Background Information Relating,2.0,CIA,24.0,CINCPA.C,1.0,CHRONOLOGY EVENT OR DOCUMENT DESOTO,1.0,Barrel Roll,1.0,B. Upward,1.0,Darlac Provinces,1.0,Army Corps Headquarters D. Third Country,1.0,ASD,1.0,Agency,1.0,BEEF,2.0,Ball's memorandum,1.0,Bundys,4.0,Bell,1.0,CAS,1.0,B. Joint Planning and Evaluation,1.0,Truman Administration,1.0,Excerpt,1.0,Eastern,1.0,Commencement Exercises,1.0,British Government,2.0,Aeta,1.0,Air Forces,1.0,American Organizations,1.0,ARTHUR RADFOPD,1,ANY NEW PREMIER,1.0,ARMY,3.0,AMLUONYEAR,1.0,B. Formulation and Implementation of Basic Strategic Concept,1.0,British Journalist Felix Greene,1.0,ASia'so,1.0,American Far Eastern,1.0,Budapest,1.0,BEGIN QUOTE,1.0,Algard Loan,1.0
22,TASK FORCE OFFICE OF THE SECRETARY OF DEFENSE,1.0,SEATO A,1.0,Associated States,1.0,American EmbassyParis (Dillon,1.0,Con,1.0,General Erskire,1.0,Cochin-Chinese,1.0,AID U.S. HAD,1.0,Administrative and Resistance Committee,1.0,CHRONOLOGY,1.0,CG,2.0,Alternative 2,1.0,Chief Pacific,1.0,Bell,4.0,CIAwashington,1.0,CINCPAC,1.0,CIA,11.0,BelsMou,1.0,BDA,1.0,Defense,8.0,B. CINCPAC Appeared to Back Into Enclaves The CINCPAC,1.0,ASD Enthoven,1.0,Aggression,1.0,Baltimore Sun,1.0,Bassac,1.0,Bureau of Public Affairs,1.0,Binh Dinh Province,1.0,CHRONOLOGY,1.0,Binh Tuy,2.0,U.S. Policy,1.0,Expeditionary Corps,1.0,Free World,2.0,Commonwealth,1.0,British SC3 and CSS,1.0,Agence France Presse,1.0,Allessandri,1.0,Amphibious Operations French Union,1.0,ARTHUR RADFORD,5,ANY VIEWS ON RETURNING TO VIETNAM,1.0,ASCP,1.0,ARMY,3.0,B. Overall Progress,1.0,Brockway,1.0,Ac,2.0,Archbishop,1.0,C. Resumption,1.0,BRUCE STATE,1.0,Algard and Loan,2.0
23,The Eisenhower Administration,1.0,SS-EX ACTION,1.0,Asst Secy for Far East,1.0,American EmbassyParis NIACT 4325,1.0,Congress,18.0,Indochina Current Situation and Probable Developments,1.0,Collins-Ely Agreements,1.0,AIM,1.0,Admiral,1.0,CIA,7.0,CHMAAG Guidance Paper,1.0,Amb,2.0,Civil Administrative Corps,1.0,Bell TV,2.0,CINCPAC HQ,1.0,COMUSMACV,3.0,CINCPACFLT,3.0,Bundys,1.0,BLUE TREE,1.0,Defense Department,1.0,B. Development,1.0,ATTLEBORO,1.0,Air Cav Division,1.0,Bong Son,1.0,Board,3.0,C. New Studies 1,1.0,Brigadier,1.0,CIA,3.0,Brigadier,1.0,UNITED STATESVIETNAM RELATIONS,1.0,Formosa,10.0,Geneva Accords,1.0,Communist Chinas,4.0,CBI,1.0,Ahnosi aH,1.0,Allied,2.0,Anncn'S,1.0,ARTHUR RADFORD AR THUR'RADFORD,1,ANZUS,5.0,ASIA,1.0,ARW,2.0,B. Recommendations,1.0,Budapest News Service,1.0,Accords,2.0,Archbishop Binh,1.0,C. Warsaw 1422,1.0,Baggs-Ashmore,2.0,Algard sai.d Loan,1.0
24,The Kennedy Administration,1.0,State Department,1.0,B-14Dillon,1.0,Anomalous,1.0,Council,8.0,Jessup,1.0,Collins-Ely Agreements Paris,1.0,AIR FORCE AND ARMY,1.0,Advisor,1.0,CIP,1.0,CHRONOLOGY,1.0,Annex A,1.0,Congress,1.0,CAP,20.0,COMUSMACV,15.0,Congressional Resolution,2.0,"CINCPACrLT 041727Z, 041848Z",1.0,C. CHRONOLOGY DATE EVENT OR DOCUMENT DESCRIPTION 16,1.0,BOQ,1.0,Defense McNaughton,2.0,B. NSC Meetings,2.0,Administration,3.0,Air Force,7.0,Borders,1.0,Bombing North Vietnam,1.0,C?R,1.0,Brigadier General Collins,1.0,CINCPAC,1.0,Brigadier General Freund,1.0,the Atlantic Community,1.0,Free China,4.0,Government,1.0,Communist Movement,1.0,CIark,1.0,Ai,1.0,AmbassadorTs,1.0,Annex,17.0,ASM Require reVision,1,ANZUS Treaties,1.0,ASSEMBLY,1.0,ASA,1.0,B. The Current Situation,1.0,CBS Radio London,1.0,Action,1.0,Army,1.0,CAS,1.0,British Governments,3.0,"Algard, Loan",1.0
25,The Public Record B. Negotiations,1.0,Strategic Hamlet Program I96I-63,1.0,B-26,1.0,April Department of State,1.0,Defense,3.0,Joint Chiefs of Staff,1.0,Congress,8.0,AIR FORCE CONTINGENT,1.0,Afro-Asian Peoples Solidarity,1.0,Cabinet,1.0,CHRONOLOGY DATE OCCURRENCE,1.0,Apr 65 Department of State,1.0,DIA,10.0,CAS,67.0,CSUSA,1.0,Courses of Action SEA,1.0,CINCSTRIKECINCMEAFSA,1.0,CHRONOLOGY,1.0,Believe,1.0,Department of State,1.0,B. The Military Situation,1.0,Air Cavalry,1.0,Air ForceExcluding the TFS,1.0,CIA,8.0,Bundys memorandum,1.0,CBS,1.0,Buddhist Struggle Movement,1.0,CINCRVKAF,1.0,Brigadier General Loan,1.0,the Free Nations,1.0,Free Chinanever,1.0,Graduation Exercises,1.0,Communist Party,1.0,CODStitute,1.0,Air Force,1.0,Amcrican A.ir Force,1.0,Apr,1.0,ASsociated States Forces,1,ANZUSc,1.0,"Aaia,.tho",1.0,ASOC,1.0,BOA,1.0,Canadian Broadcasting System,2.0,Administration,5.0,Asiatic,1.0,COOPER,1.0,Bruce,2.0,Algard-Loan,1.0
26,The Roosevelt Administration 2,1.0,T0 State Department,1.0,B-26 g. Aborted Working Group,1.0,Armistice,5.0,Defense Assistance Program,1.0,Kremlin,3.0,Conseil,1.0,AIR FORCES,1.0,Afro-Asian Solidarity,1.0,Cabot Lodge,1.0,CHU YEN daMac PHU,1.0,Armd,1.0,Defense,48.0,CAS Vushingtcn,2.0,Cabinet,2.0,Cross-Border Operations,1.0,CINOS,1.0,CIA,11.0,Bien Hoa Air,1.0,Direct Action,1.0,BLT,16.0,Air Cavalry Division,1.0,Air Naval Operations,1.0,CINCPAC,1.0,C. The Future of a Bombing Strategy,1.0,CIA,70.0,Bundys,1.0,COMUSFACV,1.0,Buddhist Institute,1.0,the French Union Defense Efforts,1.0,Geneva Accords,1.0,Harvard,1.0,Congress,30.0,Caffrey,1.0,Allesandri,1.0,American Air Force,1.0,Ar.crlcun,1.0,ATTACK,1,APRIL-REVIEW,1.0,Ac,1.0,Accords,4.0,Battle Groups,1.0,Ceylon,1.0,Administration of ',1.0,B. The Canadian Government,1.0,Canadameet,1.0,Bruce 1,1.0,Algards,1.0
27,The Truman Administration,1.0,TASK FORCE OFFICE OF THE SECRETARY OF DEFENSE,1.0,B-5 2,1.0,Assembly,6.0,Defense Department,1.0,MAAG,12.0,D. Eisenhower,1.0,AMERICAN ASSISTANCE WOULD BE,1.0,Aggression,2.0,Certain U.S. Actions,1.0,CIA,3.0,Armed Cmbt Youth,1.0,Defense Conference,5.0,CAS Washington,2.0,Cadre Corps,1.0,D-16) Direct CINCPAC,1.0,COMUSMACV,2.0,CINCPAC,1.0,Binh Gia,1.0,Embassy,2.0,BLT Pres,1.0,Air Cavalry Squadron,1.0,Air Operations Against NVN,1.0,CINCSTRIKE,1.0,CHRONOLOGY,1.0,CIA SC,1.0,C.ASCadre Operations Division,1.0,COMUSMACV,21.0,C. Joint Inspection and Audit,1.0,the North Atlantic Council,1.0,Gettysburg College,1.0,House,1.0,"Congress Approves Supplemental Appropriation for Vietnam,11 Department",1.0,Call the Department of StatC's,1.0,Allied,1.0,American Embassy,1.0,Army,13.0,Accords,1,ARMED CONFLICTFIRST CIVIL WAR,1.0,Accords,1.0,Acoords,2.0,Ben Cat,1.0,Chagla,1.0,Administrations,1.0,BEGIN TEXT 1,1.0,Commission,1.0,BundyDobrynin,1.0,Allied,1.0
28,U.S. Forces,2.0,The Eisenhower Administration,1.0,B-5 programs the,1.0,Associated,2.0,Defense Gates,1.0,MAAG Indochina,1.0,DRV,10.0,AMERICAN MILITARY,1.0,Agrarian Reform,2.0,ChMAAG,1.0,CONG,1.0,Army,9.0,"Defense Conference,",1.0,CBS News',2.0,Central Intelligence,2.0,D-20,1.0,CV,1.0,CM,1.0,Bo,2.0,Evaluation Reports,1.0,BT CF PAGE 3 OF,1.0,Air Force,6.0,Alain Enthoven,1.0,CLA,1.0,CIA,53.0,CINCPAC,4.0,CAP,3.0,Cambodian Government,1.0,C. USGVN RELATIONS 19631967 PART II ' ',1.0,the U.S. Department of State Bulletins,1.0,House,1.0,Indo-China,1.0,Congresses,1.0,Camo,1.0,Allied Po,1.0,American Legation,1.0,Army Memorandum,1.0,Acso 0,1,ARMY,7.0,Activity Economic Assistance Information Services ',1.0,Administration,1.0,Big Minh,1.0,Chinas,1.0,Africa Constitute,1.0,"BOHLEN March 7, 1965",1.0,Commu,1.0,Burke Trend,1.0,Amb,3.0
29,U.S. Involvement,1.0,The Kennedy Administration,1.0,B-6r,1.0,B-15 c.,1.0,ECA,1.0,MAP,4.0,Defense,17.0,AMERICAN PERSONNE,1.0,Agrarian Reform Law,1.0,Chicoms,1.0,COO,1.0,Asia Deployment Program,1.0,Defense Department,2.0,CBS Television,2.0,Civil Administration Corps,1.0,DIA,2.0,Cabinet,2.0,CO!,1.0,Bomoing Pause,1.0,F,1.0,BT PAGE,1.0,Air Interdiction,1.0,Allied,1.0,COMUSMACV,10.0,CIA SC,5.0,CINCPACFLT,1.0,CAS,1.0,Cang,2.0,CAS,5.0,,,Indochinas,1.0,Indo-china,1.0,Control Commissions,1.0,Caso,1.0,Allies,3.0,American Policy with,1.0,Army Position,1.0,Action Defense,1,ARTHUR RADFORD,3.0,Air Force,6.0,"Administrative, Civil Guard",1.0,Binh Dinh,1.0,Chinese Party,1.0,Afro-Asian,1.0,"BUTTERW0RTH February 4, 1966 STATE to",1.0,Comnunist,1.0,"Burke, Trend, Palliser",1.0,Amb Algard Peking,1.0
30,U.S. Programs,1.0,The Public Record B. Negotiations,1.0,B. 2,1.0,B-5upon,1.0,ERP,3.0,MDAP,1.0,Defense Department,1.0,ANNOUNCED,1.0,Agricultural Engineer,1.0,Chiefs,1.0,"Civic Action, Rural Affairs",1.0,Assist,1.0,Defense Honolulu Decisions,1.0,CHRONOLOGY,2.0,Civil Guard,8.0,DOD,1.0,ChaIkpiax,1.0,COMUSMACV,2.0,Briton,1.0,Flaming Dart,1.0,BY EMBTEL 3373,1.0,Air Operations Against NVN,1.0,American Embassy,1.0,COMUSMACV Force Requirements and Alternatives,1.0,CIA SC No,1.0,CINCPACFLT O8O4O8Z April I967,1.0,CIA,43.0,Civil Administrative Corps,1.0,CEDG,1.0,,,International Communism,2.0,International Control Commission,1.0,Cotnmunist,1.0,Cbinesc,1.0,AmEmbassy,1.0,Amoricon,1.0,Army Section,1.0,Action Operations Coordinating Board,1,ASD,1.0,Allied,1.0,Agzooo,1.0,Budchist,1.0,Co-Chairmen,1.0,Air Force,1.0,Bail,1.0,Continuing,1.0,CHRONOLOGY,1.0,Amb Ngos,1.0
31,U.S.-GVN Relations,1.0,The Roosevelt Administration 2,1.0,Bao Dai,10.0,B-8,1.0,Each Party,3.0,Memo,1.0,Defense Memorandum,2.0,ANTICIPATED,1.0,Ambassadors,1.0,Civil Guard,3.0,Civil Goyemment Paramilitary Infrastructure,1.0,Assist National Police,1.0,Develop,1.0,CIA,62.0,Civil Guards,1.0,DPM,1.0,ChaIrmax,2.0,CONFIDEl'TTIA.L,1.0,Bundys,1.0,GVN,58.0,Bien HoaVung Tau,1.0,Air-borne Brigade,1.0,Annex,1.0,CONUS Marine Divisions,1.0,CINCPACFLT,1.0,CINCSAC,1.0,CINCPAC,1.0,Congress,1.0,CG,1.0,,,International Communism',1.0,Kennedy Presidential News Conference,1.0,Council,2.0,Chennault,1.0,Amb Uatis,1.0,Analysis,1.0,Article IV.1,1.0,Action State,3,ASSEMBLY,5.0,American Embassy,1.0,Air Force,3.0,Bureau of the Budget,1.0,Commonwealth,5.0,Aiuca,1.0,Bo,34.0,D'Orlandi,10.0,CIA,1.0,AmbIoan,1.0
32,US Army,1.0,The Truman Administration,1.0,Bao Dai Government,1.0,B-8 d. French Opposition to Partition,1.0,Edens,1.0,Memorandum,1.0,Defense Ministry,1.0,APPOINTED,1.0,American Catholics,1.0,Civil Guard Force,1.0,Civil Guard,1.0,B. Mobile,1.0,Diem Government,2.0,CIA Information Report,4.0,Civil Service Corps,1.0,DRV,60.0,Chahoiax,1.0,CT,1.0,C. Political Objectives,1.0,GVN armed forces participation,1.0,Binh Chanh,1.0,Airborne Brigade,4.0,Appel,1.0,CTZ,4.0,CM-1147-66,1.0,COMUSMACV,4.0,COMJSMACV,2.0,Constituent Assembly,1.0,CG 25th ARVN Division,1.0,,,International News Service,1.0,Legality of Thailand Move,1.0,D-107,1.0,China Theater,1.0,Ambasa,1.0,Analysis of Situation,1.0,Assembly,3.0,AdlsastrOus,1,AUD,1.0,Amorican,1.0,Air Force Personnel,1.0,C. Military Indicators,1.0,Communist Party,1.0,Akahata,1.0,Bo-Duntov,1.0,D'Orlandi saw Lodge,1.0,Cabinet on Feb 1,1.0,Ambassa-dor Algard,1.0
33,Vietnamese National Army,1.0,Typ Office,1.0,Bao Dais,1.0,B. 1,1.0,FULTON,1.0,Metropolitan France,1.0,Defense Wilson,2.0,APPOINTED BY BAO DAI,1.0,American Friends of,1.0,Comments Diem,1.0,Communist Threat Mounts,1.0,B52,1.0,Diem-Nhu,1.0,CIA S,2.0,CofSUSA,1.0,DRV 2,1.0,Chaiumax,1.0,Cerman,1.0,C. Political Objectives are Reviewed Now,1.0,Group,2.0,Binh Dinh,7.0,Airborne Division,1.0,Apple,1.0,Cabinet,1.0,COMUSMACV,4.0,CPS,1.0,COMMENT Lodge,1.0,Council,2.0,CG 25th Division,2.0,,,Kremlin,1.0,Mansfields,1.0,D-115,1.0,Chincss Embassy,1.0,Amembassy,1.0,Annam,1.0,Associated,2.0,Admiral Auboyncau,1,AUG,1.0,Annex,2.0,Air Forco,1.0,C. Military Operations and Effctiveness,1.0,Continuous Bilateral Contacts,1.0,American Government,2.0,Bombing,2.0,D'Orlandi to Harriman,1.0,ChiComs,1.0,Ambassadorial,1.0
34,the Task Force,2.0,U.S. Forces,2.0,Basic National Security Policy,1.0,B. 2,2.0,Financial and Economic Board,1.0,NATO,1.0,Department of the Army,1.0,APPOINTMENT,1.0,American Friends of Vietnam,2.0,Commie,1.0,Congress,1.0,BASIS,1.0,Diems,1.0,CINCTAC,2.0,Commandant,1.0,Defense,1.0,Chronology,1.0,Cf mi st China,1.0,C. Signals,1.0,Group FilePaper,1.0,Binh Dinh Province,1.0,Alain Enthoven,1.0,Approved FY,1.0,Capitol,1.0,COMUSMACV 774060,1.0,CS,1.0,COMMENT Lodge's,1.0,Council of Notables,1.0,CG III Corps,2.0,,,Mutual Security,1.0,Marine Corps,1.0,D-118,1.0,Civil Affairs,1.0,Ameriban EmbaSSy,1.0,Annamite,2.0,Associated Press,1.0,Advisory Group,1,AUTHORITY,1.0,Annexes,1.0,Air Reconnaisance and Photography STATUS,1.0,C. Military Oporations and Effectiveness M,1.0,Control Commission,1.0,American Journalists,1.0,Bombing Pause,1.0,D'Orlandis,2.0,Chicoms,1.0,Amembassy STOCKHOLM,2.0
35,,,U.S. Involvement,1.0,Begin MSG Bao Dai,1.0,BA,1.0,Formosa,1.0,NIE 5,2.0,Deptel,4.0,ARMED FORCES ON THE,1.0,American Journal,1.0,Commies,2.0,Consultations Beginning,1.0,BEguxo,1.0,EYES,2.0,Cambridge MIT Press,2.0,Committee,1.0,Demo,1.0,Coiu,1.0,Chicago Tribune,1.0,CAP,3.0,Group's,1.0,Binh Dinh Provinces,1.0,Allied,12.0,Army,59.0,Capitol Hill,1.0,CVA,1.0,CTZ,3.0,COMUSMACV,14.0,Course of Action,1.0,CHRONOLOGY,1.0,,,NATO,1.0,National Sec & Leg Committee,1.0,D-132 4,1.0,Clandestine,1.0,American Air Force,1.0,Annex,11.0,Associated Statcs Ambassadors,1.0,Agency,1,Ac,1.0,Armed Forces Academy,1.0,Air Support,1.0,CAP,3.0,Council,9.0,American Nation,3.0,Byroad,1.0,DMZ,1.0,Co-Chairmen,1.0,American QUOTE,1.0
36,,,U.S. Programs,1.0,Bidault,1.0,Bao Dai,5.0,Fulton,1.0,NSC,21.0,Deptel Paris 737,1.0,ARMISTICE,3.0,American Journal of International Law,3.0,Commu,1.0,Control Nr,1.0,Bombing,1.0,FY65,1.0,Caos,2.0,Congress,4.0,Dept of State,1.0,Command,1.0,Chinas,1.0,CHART,1.0,I. Introduction,1.0,C. Difficulties,2.0,Allied artt11,1.0,"Army 39,365",1.0,Carvers,1.0,Cable File,1.0,Central Intelligence,1.0,CTZ,1.0,Course of Action B.,1.0,CHRONOLOGY EVENT OR DOCUl ENT DESCRIPTION Memorandum,1.0,,,NND,1.0,Political Affairs,1.0,D-133,1.0,Command,1.0,"American Ccnsulnto Gonoral,",1.0,Armed Forces,1.0,Associated States,12.0,Air,1,Accords,2.0,Armistice,7.0,Air-Ground,1.0,CAS,10.0,Critics of Administration,1.0,Answer Resorting,1.0,C'est,1.0,DOrlandi,47.0,Co-Chairmen and ICC,1.0,Anbassadors,1.0
37,,,U.S.-GVN Relations,1.0,Boston Houghton Mifflin Co.,2.0,Becoming U.S. Allies,2.0,Furnishing Military Assistance to Foreign Nations,1.0,NSC Consideration,1.0,Diem,1.0,ARMY,20.0,American-Diem,2.0,Congress,4.0,Counter Insurgency Plan,1.0,Boston Houghton Mifflin,1.0,Far East,1.0,Capitol Hill,2.0,"Corps, Division",1.0,DifferentPolicy Perceptions in,1.0,Commanders,1.0,Church s Resident's,1.0,CHRONOLOGY,1.0,II Corps,2.0,CB,1.0,Ambassadors,2.0,Army Navy,1.0,Central Intelligence,1.0,Camberra,1.0,Chiefs,6.0,Cabinet,1.0,DCM,1.0,CIA,3.0,,,Nation,1.0,Presidential News Conference,1.0,D-1O4 68,1.0,Committee,3.0,American Consulate Gcncral,1.0,Army,6.0,Associated States Armies,2.0,Air Force,11,Action 1 SP ',1.0,Army,20.0,Airborne Brigade,1.0,CAS Washington,1.0,DE GAULLE,1.0,Answer The United States,1.0,CBC,1.0,DOrlandi to Lodge,1.0,Colvin,1.0,Anh Algard,1.0
38,,,US Army,1.0,Boston Little Brown & Co.,1.0,Bedell Smith Instructed Not,1.0,GVN,5.0,NWD Date,1.0,Diem A National,1.0,ART,1.0,Americas Stake,2.0,Continued) EVENT OR DOCUMENT 1 Oct 1961,1.0,D. Initial Vietnamese Reactions,1.0,Briefing Paper,1.0,GVN,56.0,Ccmmander USMACV,2.0,Council,6.0,Direct Action,1.0,Committee,4.0,Civilian Government,1.0,CHRONOLOGY OF ROLLING THUNDER MISSIONS FEBRUARYJUNE,1.0,Intelligence,1.0,CG III MAF,1.0,American Embassy,1.0,Army Program 4,1.0,Central Intelligence Agency,2.0,Campha,1.0,Chiefs of Staff,1.0,Califano,1.0,DESOTO,1.0,CIA Reports,1.0,,,Nell,1.0,SEATO,4.0,D-1O8,1.0,Communist Party,2.0,American Consulate Gcnoral,1.0,Army FR Union,1.0,Associated States Military Forces,2.0,Air Force Gcncral Officcr,1,Administration,1.0,Army Broadcasting Station,1.0,Amembassy,2.0,CF CEFEUSE NATIONAL INTELLIGENCE ESTIMATE,1.0,DMZ,16.0,Answer Tria United States,1.0,CDM,1.0,DRNVN,1.0,Consul General Colvin,1.0,Answer A,1.0
39,,,Vietnamese National Army,1.0,Boxer,1.0,Better Than Exrpected,1.0,Group,1.0,National Security Council,1.0,Diem Announced,1.0,ARVN DIVISIONS HAD,1.0,Annamite,1.0,Continued) EVENT OR DOCUMENT DESCRIPTION,1.0,DELTA,1.0,"Briefing Paper, Briefing Book for McNaughton",1.0,GVN Forces,1.0,Cholon,8.0,Country Team,1.0,Division of Responsibility Between,1.0,Committee on Foreign Relations Report,1.0,Communi,1.0,CIA,8.0,JCS,5.0,CHRONOLOGY,1.0,Anti-Infiltration Capability for SEA,1.0,AsstSecDef Enthoven,1.0,Cities and Government,1.0,Chiefs,6.0,Chinas,2.0,Chancery,1.0,DPM,2.0,CIECPAC DTG O8OO2OZ,1.0,,,New York Post,1.0,SEATO Governments,1.0,D-1O9,1.0,Con'ersation,1.0,American Consulate General,7.0,Army The Army,1.0,Associated States Military Potential Manpower,1.0,Air Forces,2,Agrarian Reform,1.0,Army Memorandum,1.0,AmieriCan,1.0,CFF,1.0,DRV,96.0,Armed Forces,1.0,CIA,1.0,DRV,95.0,Cooper,1.0,Assembly,1.0
40,,,the Task Force,2.0,British Commonwealth,1.0,Bidault,7.0,Hansard,1.0,Navy,1.0,Diem But Independent of France,1.0,ARVN Division,2.0,Annex,1.0,Coolidge Commission Report,1.0,Defense,9.0,Briefing to Mission Council,1.0,GVN Forces.28 5,1.0,Colonel Co,2.0,Coup Fails,1.0,Draft Presidential Statement Southeast Asia,1.0,Congress,15.0,Communiststhat,1.0,CINCPACFLT,2.0,JSC Working Group,1.0,CIA,21.0,Army,31.0,B-3 Front,1.0,Clifford,1.0,ChinaMilitary,1.0,Chned,1.0,Chiefs of Mission,1.0,DRV,13.0,CINCPAC 2413OZJan67,1.0,,,Paris Concerning Indochina,1.0,Security Council,1.0,D-7,2.0,Concur,1.0,American Corprdlatc,1.0,Army of FR Union IC,1.0,Associated States National Guards,1.0,Air Forces 1,1,Aide Memoire,1.0,Army Movie Studio,1.0,Annex 4,2.0,CGCivil Guard,1.0,DRV Foreign Ministry,5.0,Asahi,1.0,CPS,1.0,DRV Presidium,1.0,Corresponding,2.0,Bacon,1.0
41,,,,,"British Oppose ""United Action",1.0,Board,1.0,Hearings Before,1.0,Netherlands East Indies,1.0,Diem France,1.0,ARVN Divisional,1.0,Annual Review of Demographic,1.0,Core,1.0,Defense Conference,2.0,Brigadier,1.0,GVN borderc,1.0,Conein,68.0,Cross-Border,1.0,ExCom,1.0,Congressional Committees,1.0,Congress,6.0,CINCPACFLT 5 Feb,1.0,Kontum,2.0,CIA Sitrep,7.0,Ashau Special Forces,1.0,B. Analysis,1.0,Combined Campaign Plan,1.0,Clifford,5.0,Citadel,1.0,Chiefs of State,1.0,Dai Viet,1.0,CIPGVN,1.0,,,PresidentsEisenhower,5.0,Senate,2.0,D-9,1.0,Confidential File Extract,1.0,American Embassy,1.0,Asiatic,2.0,Associated States forces Regular Armies,1.0,Air Forces 1 Fighter Wing,1,Air Force,3.0,Assembly,6.0,Annex 7,1.0,CHICPACFLT,1.0,Davies,1.0,Asahi Foreign News,1.0,Cabot,1.0,Defense and State,1.0,DCM,12.0,Belfrage,14.0
42,,,,,Bullitt,1.0,Boards,1.0,Hearings on Executive K,1.0,OSD,3.0,Diem France Will Leave Vietnam,1.0,ARVN Reorganized Infantry Division,1.0,AntiCommunist Campaign,1.0,Cottrell,7.0,Defense'Conference,1.0,Bunker Komer,1.0,GVN-Buddhist,1.0,Conein for Lodge's,4.0,DCM,1.0,Excerpt,2.0,Congressional Record,1.0,Council,1.0,CINCSAC,1.0,Los Angeles Times,2.0,CINCPAC,4.0,Asia Deployment Program,1.0,B. Force,1.0,Committee,2.0,Clifford Group,1.0,Clifford,5.0,Chieu Hoi,1.0,Dec 64 Embassy,1.0,COMUS.ACV,1.0,,,Q. Daniel Shorr,1.0,Senate Foreign Affairs Committee,1.0,D. Johnson Administration 1,1.0,Congress,1.0,American Policy with,3.0,Asso,1.0,Associated States',1.0,Air Fores,1,Allied,2.0,Assembly Committees,1.0,Annexes,1.0,CI,3.0,Davies MissiosJuly,1.0,Ashmore,1.0,Canadas,1.0,Dobrynin,1.0,DMZ,26.0,Belfrage NVN,1.0
